CONTENT,CLASS,content_lower,content_lower_rn
Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿,1,watch maroon 5's latest 2nd single from v (it was always you) www.youtube. com/watch?v=tq046fuau00﻿,watch maroon numeric s latest numeric single from v it was always you www youtube com url
Help Please!!  http://www.gofundme.com/RJanimalcare﻿,1,help please!!  http://www.gofundme.com/rjanimalcare﻿,help please url
http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ﻿,1,http://www.mediafire.com/download/yvovhafsv5qzzqo/video.rar    download and  make money today ﻿,url download and make money today
http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ﻿,1,http://www.ebay.com/itm/131275322914?sspagename=strk:meselx:it&amp;_trksid=p3984.m1555.l2649 ﻿,url
"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1,"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+math.floor(math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[cachebuster] ""&gt;&lt;/noscript&gt;﻿",document write check this out new arive on ebay check this out new arive on ebay
I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1,i #votekatyperry for the 2014 mtv #vma best lyric video! see who's in the  lead and vote:  http://on.mtv.com/ut15kx﻿,i votekatyperry for the numeric mtv vma best lyric video see who s in the lead and vote url
https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1,https://www.facebook.com/pages/%d8%aa%d8%ad%d9%85%d9%8a%d9%84-%d8%a7%d8%ac%d9%85%d9%84-%d8%a7%d9%84%d8%a7%d9%85%d9%88%d8%b3%d9%8a%d9%82%d9%89___-music/674732645945877 ﻿,url
"Hello! I'm Marian, I'm a singer from Venezuela! I was part of a boy-girl band named cubik, and I'm now singing on my own  'cause I wanted to play my own pop and pop-rock songs.  It would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! XOXO THANKS!!  PS: if you like a lot my channel, you can share it with your friends!!  Haha!! LOL MARIAN﻿",1,"hello! i'm marian, i'm a singer from venezuela! i was part of a boy-girl band named cubik, and i'm now singing on my own  'cause i wanted to play my own pop and pop-rock songs.  it would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! xoxo thanks!!  ps: if you like a lot my channel, you can share it with your friends!!  haha!! lol marian﻿",hello i m marian i m a singer from venezuela i was part of a boy girl band named cubik and i m now singing on my own cause i wanted to play my own pop and pop rock songs it would mean a lot if you could have a look at my channel to check my music and watch my new video and if u like subscribe to it xoxo thanks ps if you like a lot my channel you can share it with your friends haha lol marian
"katy perry does remind me of a tiger,like as if its her spirit animal :3 &lt;3﻿",0,"katy perry does remind me of a tiger,like as if its her spirit animal :3 &lt;3﻿",katy perry does remind me of a tiger like as if its her spirit animal numeric numeric
In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0,in what south american jungle or any jungle for that matter do you find an  african elephant and a bengal tiger in the same place. who made this video.﻿,in what south american jungle or any jungle for that matter do you find an african elephant and a bengal tiger in the same place who made this video
http://9gag.com/gag/aAVpwj9/ =)﻿,1,http://9gag.com/gag/aavpwj9/ =)﻿,url
ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1,ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,ima rapper trying to get notice please check out my mixtape url
"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0,"its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! and i love the pet tiget too( kitty purpy) lol :d﻿",its a good song and i like her video clip because its a bout a girl that her airplane crashed on a land far far away and she found the way to survive and i love the pet tiget too kitty purpy lol d
"help me click on the subscribe Mai Nguyen, thank you﻿",1,"help me click on the subscribe mai nguyen, thank you﻿",help me click on the subscribe mai nguyen thank you
even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿,1,even without make up she is still  hot     http://uk.eonline.com/eol_images/entire_site/2012430/reg_1024.katy.mkup.mh.053012.jpg ﻿,even without make up she is still hot url
Thanks to this video we know that Nokia phones can survive a plane crash.﻿,0,thanks to this video we know that nokia phones can survive a plane crash.﻿,thanks to this video we know that nokia phones can survive a plane crash
http://www.bubblews.com/news/6401116-vps-solutions﻿,1,http://www.bubblews.com/news/6401116-vps-solutions﻿,url
The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,1,the treu detective alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives﻿,the treu detective alternate ending url
The new Makeup Transformation with Integrated Look-A-Like Feature now  available in Ver 1.13! Do you know who you look like? Install or update  your version of Makeup Transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit Google Play.﻿,1,the new makeup transformation with integrated look-a-like feature now  available in ver 1.13! do you know who you look like? install or update  your version of makeup transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit google play.﻿,the new makeup transformation with integrated look a like feature now available in ver numeric do you know who you look like install or update your version of makeup transformation url or visit google play
"She named the tiger Kitty Purry  No, seriously, she did, check the video ﻿",0,"she named the tiger kitty purry  no, seriously, she did, check the video ﻿",she named the tiger kitty purry no seriously she did check the video
Perfect! &lt;3﻿,0,perfect! &lt;3﻿,perfect numeric
"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0,"and after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",and after the video ends a numeric ft boa constrictor squeezes her to death
"should not have paused the music, this is a clip, not a movie.﻿",0,"should not have paused the music, this is a clip, not a movie.﻿",should not have paused the music this is a clip not a movie
"  HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY!!:D﻿",1,"  hi!:d!:) we’ re twin melody ,17 year old twins :) we did some covers!!we did a cover of birthday by katy perry!!  please just take 1 second and watch it!! thanks,merci,gracias,danke,obrigado,grazie ….    !!!  &lt;3  xx have a nice day!!:d﻿",hi d we re twin melody numeric year old twins we did some covers we did a cover of birthday by katy perry please just take numeric second and watch it thanks merci gracias danke obrigado grazie numeric xx have a nice day d
Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,1,nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,nicee sabrosura viva url
"Hey guys go to check my video name ""growtopia my story""﻿",1,"hey guys go to check my video name ""growtopia my story""﻿",hey guys go to check my video name growtopia my story
http://shhort.com/a?r=HuPwEH5ab﻿,1,http://shhort.com/a?r=hupweh5ab﻿,url
YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿,1,yay im the 11th commenter!!!!!                                    if your  crazy please donate bitcoins to me at: 1fhenqx1twqm153v2ptayiejnealahzvem﻿,yay im the numeric commenter if your crazy please donate bitcoins to me at CRYPTOADDRESS
