CONTENT,CLASS,content_lower,content_lower_rn,remove_numbers,content_tokenized,normalized,content_stopwords,content_lemma
I did a cover if u want to check it out THANK U.....Michael Age 8ï»¿,1,i did a cover if u want to check it out thank u.....michael age 8ï»¿,i did a cover if u want to check it out thank umichael age,i did a cover if u want to check it out thank umichael age,"['i', 'did', 'a', 'cover', 'if', 'u', 'want', 'to', 'check', 'it', 'out', 'thank', 'umichael', 'age']","['i', 'did', 'a', 'cover', 'if', 'you', 'want', 'to', 'check', 'it', 'out', 'thank', 'umichael', 'age']","['cover', 'want', 'check', 'thank', 'umichael', 'age']","['cover', 'want', 'check', 'thank', 'umichael', 'age']"
EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!ï»¿,1,everybody please vote katy at ema 2014 !!!!!  best song  best female best pop best live best look  best video  please vote katy !!!!! please please please !!!!! vote vote vote !!!!! katy katy katy !!!!!ï»¿,everybody please vote katy at ema best song best female best pop best live best look best video please vote katy please please please vote vote vote katy katy katy,everybody please vote katy at ema best song best female best pop best live best look best video please vote katy please please please vote vote vote katy katy katy,"['everybody', 'please', 'vote', 'katy', 'at', 'ema', 'best', 'song', 'best', 'female', 'best', 'pop', 'best', 'live', 'best', 'look', 'best', 'video', 'please', 'vote', 'katy', 'please', 'please', 'please', 'vote', 'vote', 'vote', 'katy', 'katy', 'katy']","['everybody', 'please', 'vote', 'katy', 'at', 'ema', 'best', 'song', 'best', 'female', 'best', 'pop', 'best', 'live', 'best', 'look', 'best', 'video', 'please', 'vote', 'katy', 'please', 'please', 'please', 'vote', 'vote', 'vote', 'katy', 'katy', 'katy']","['everybody', 'vote', 'katy', 'ema', 'best', 'song', 'best', 'female', 'best', 'pop', 'best', 'live', 'best', 'look', 'best', 'video', 'vote', 'katy', 'vote', 'vote', 'vote', 'katy', 'katy', 'katy']","['everybody', 'vote', 'katy', 'ema', 'best', 'song', 'best', 'female', 'best', 'pop', 'best', 'live', 'best', 'look', 'best', 'video', 'vote', 'katy', 'vote', 'vote', 'vote', 'katy', 'katy', 'katy']"
Îh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ï»¿,0,îh my god ... roar is the most liked video at vevo .. while 2 months ago  was justin's baby.. congrats katy . applause &lt;3 ï»¿,h my god roar is the most liked video at vevo while months ago was justins baby congrats katy applause,h my god roar is the most liked video at vevo while months ago was justins baby congrats katy applause,"['h', 'my', 'god', 'roar', 'is', 'the', 'most', 'liked', 'video', 'at', 'vevo', 'while', 'months', 'ago', 'was', 'justins', 'baby', 'congrats', 'katy', 'applause']","['h', 'my', 'god', 'roar', 'is', 'the', 'most', 'liked', 'video', 'at', 'vevo', 'while', 'months', 'ago', 'was', 'justins', 'baby', 'congrats', 'katy', 'applause']","['h', 'god', 'roar', 'liked', 'video', 'vevo', 'months', 'ago', 'justins', 'baby', 'congrats', 'katy', 'applause']","['h', 'god', 'roar', 'like', 'video', 'vevo', 'month', 'ago', 'justins', 'baby', 'congrats', 'katy', 'applause']"
https://soundcloud.com/j-supt-fils-du-son/fucking-hostileï»¿,1,https://soundcloud.com/j-supt-fils-du-son/fucking-hostileï»¿,url,url,['url'],['url'],['url'],['url']
https://www.facebook.com/myfunnyriddlesï»¿,1,https://www.facebook.com/myfunnyriddlesï»¿,url,url,['url'],['url'],['url'],['url']
Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;ï»¿,1,hi everyone! do you like music? then why not check out my music channel.  the lexis band will be uploading their own songs and covers soon so don't  miss out. please subscribe too as it does help us out a lot. just takes one  click. -&gt;ï»¿,hi everyone do you like music then why not check out my music channel the lexis band will be uploading their own songs and covers soon so dont miss out please subscribe too as it does help us out a lot just takes one click,hi everyone do you like music then why not check out my music channel the lexis band will be uploading their own songs and covers soon so dont miss out please subscribe too as it does help us out a lot just takes one click,"['hi', 'everyone', 'do', 'you', 'like', 'music', 'then', 'why', 'not', 'check', 'out', 'my', 'music', 'channel', 'the', 'lexis', 'band', 'will', 'be', 'uploading', 'their', 'own', 'songs', 'and', 'covers', 'soon', 'so', 'dont', 'miss', 'out', 'please', 'subscribe', 'too', 'as', 'it', 'does', 'help', 'us', 'out', 'a', 'lot', 'just', 'takes', 'one', 'click']","['hi', 'everyone', 'do', 'you', 'like', 'music', 'then', 'why', 'not', 'check', 'out', 'my', 'music', 'channel', 'the', 'lexis', 'band', 'will', 'be', 'uploading', 'their', 'own', 'songs', 'and', 'covers', 'soon', 'so', 'dont', 'miss', 'out', 'please', 'subscribe', 'too', 'as', 'it', 'does', 'help', 'us', 'out', 'a', 'lot', 'just', 'takes', 'one', 'click']","['hi', 'everyone', 'like', 'music', 'check', 'music', 'channel', 'lexis', 'band', 'uploading', 'songs', 'covers', 'soon', 'dont', 'miss', 'subscribe', 'help', 'lot', 'click']","['hi', 'everyone', 'like', 'music', 'check', 'music', 'channel', 'lexis', 'band', 'uploading', 'song', 'cover', 'soon', 'dont', 'miss', 'subscribe', 'help', 'lot', 'click']"
https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111ï»¿,1,https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111ï»¿,url,url,['url'],['url'],['url'],['url']
I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !ï»¿,0,i'd rather hear some propa explicit gangsta rap insted of this garbage.  this song is trash !ï»¿,id rather hear some propa e licit gangsta rap insted of this garbage this song is trash,id rather hear some propa e licit gangsta rap insted of this garbage this song is trash,"['id', 'rather', 'hear', 'some', 'propa', 'e', 'licit', 'gangsta', 'rap', 'insted', 'of', 'this', 'garbage', 'this', 'song', 'is', 'trash']","['id', 'rather', 'hear', 'some', 'propa', 'e', 'licit', 'gangsta', 'rap', 'insted', 'of', 'this', 'garbage', 'this', 'song', 'is', 'trash']","['id', 'hear', 'propa', 'e', 'licit', 'gangsta', 'rap', 'insted', 'garbage', 'song', 'trash']","['id', 'hear', 'propa', 'e', 'licit', 'gangsta', 'rap', 'insted', 'garbage', 'song', 'trash']"
"DAMNNNNNNNN, she is sexy O_Oï»¿",0,"damnnnnnnnn, she is sexy o_oï»¿",damnn she is sexy oo,damnn she is sexy oo,"['damnn', 'she', 'is', 'sexy', 'oo']","['damnn', 'she', 'is', 'sexy', 'oo']","['damnn', 'sexy', 'oo']","['damnn', 'sexy', 'oo']"
Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your timeï»¿,1,such a good song ans katy sounds great over the melody. im growing as an  artist everyday from my hit song 'crazy' which has got my name out there.  cant thank my fans more for their support. if you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your timeï»¿,such a good song ans katy sounds great over the melody im growing as an artist everyday from my hit song crazy which has got my name out there cant thank my fans more for their support if you could take a moment to check it and my music maybe youll join me to make my dream come true thank you for your time,such a good song ans katy sounds great over the melody im growing as an artist everyday from my hit song crazy which has got my name out there cant thank my fans more for their support if you could take a moment to check it and my music maybe youll join me to make my dream come true thank you for your time,"['such', 'a', 'good', 'song', 'ans', 'katy', 'sounds', 'great', 'over', 'the', 'melody', 'im', 'growing', 'as', 'an', 'artist', 'everyday', 'from', 'my', 'hit', 'song', 'crazy', 'which', 'has', 'got', 'my', 'name', 'out', 'there', 'cant', 'thank', 'my', 'fans', 'more', 'for', 'their', 'support', 'if', 'you', 'could', 'take', 'a', 'moment', 'to', 'check', 'it', 'and', 'my', 'music', 'maybe', 'youll', 'join', 'me', 'to', 'make', 'my', 'dream', 'come', 'true', 'thank', 'you', 'for', 'your', 'time']","['such', 'a', 'good', 'song', 'ans', 'katy', 'sounds', 'great', 'over', 'the', 'melody', 'im', 'growing', 'as', 'an', 'artist', 'everyday', 'from', 'my', 'hit', 'song', 'crazy', 'which', 'has', 'got', 'my', 'name', 'out', 'there', 'cant', 'thank', 'my', 'fans', 'more', 'for', 'their', 'support', 'if', 'you', 'could', 'take', 'a', 'moment', 'to', 'check', 'it', 'and', 'my', 'music', 'maybe', 'youll', 'join', 'me', 'to', 'make', 'my', 'dream', 'come', 'true', 'thank', 'you', 'for', 'your', 'time']","['good', 'song', 'ans', 'katy', 'sounds', 'great', 'melody', 'growing', 'artist', 'everyday', 'hit', 'song', 'crazy', 'name', 'cant', 'thank', 'fans', 'support', 'moment', 'check', 'music', 'maybe', 'youll', 'join', 'dream', 'true', 'thank']","['good', 'song', 'an', 'katy', 'sound', 'great', 'melody', 'grow', 'artist', 'everyday', 'hit', 'song', 'crazy', 'name', 'cant', 'thank', 'fan', 'support', 'moment', 'check', 'music', 'maybe', 'youll', 'join', 'dream', 'true', 'thank']"
I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3ï»¿,0,i love you!!! because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3ï»¿,i love you because u make me smile when im sad you cheer me up with your beautiful songs,i love you because u make me smile when im sad you cheer me up with your beautiful songs,"['i', 'love', 'you', 'because', 'u', 'make', 'me', 'smile', 'when', 'im', 'sad', 'you', 'cheer', 'me', 'up', 'with', 'your', 'beautiful', 'songs']","['i', 'love', 'you', 'because', 'you', 'make', 'me', 'smile', 'when', 'im', 'sad', 'you', 'cheer', 'me', 'up', 'with', 'your', 'beautiful', 'songs']","['love', 'smile', 'sad', 'cheer', 'beautiful', 'songs']","['love', 'smile', 'sad', 'cheer', 'beautiful', 'song']"
"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ï»¿",0,"this song is the most boring, asinine song i have ever heard. coming from a  guy who liked ""teenage dream"" (the song). ever since katy perry's divorce  it's wave after wave of shitty but successful songs... for those of you  saying ""this is the next wave of pop music"". stick it up your ass. katy  perry is like silly putty. ï»¿",this song is the most boring asinine song i have ever heard coming from a guy who liked teenage dream the song ever since katy perrys divorce its wave after wave of shitty but successful songs for those of you saying this is the next wave of pop music stick it up your ass katy perry is like silly putty,this song is the most boring asinine song i have ever heard coming from a guy who liked teenage dream the song ever since katy perrys divorce its wave after wave of shitty but successful songs for those of you saying this is the next wave of pop music stick it up your ass katy perry is like silly putty,"['this', 'song', 'is', 'the', 'most', 'boring', 'asinine', 'song', 'i', 'have', 'ever', 'heard', 'coming', 'from', 'a', 'guy', 'who', 'liked', 'teenage', 'dream', 'the', 'song', 'ever', 'since', 'katy', 'perrys', 'divorce', 'its', 'wave', 'after', 'wave', 'of', 'shitty', 'but', 'successful', 'songs', 'for', 'those', 'of', 'you', 'saying', 'this', 'is', 'the', 'next', 'wave', 'of', 'pop', 'music', 'stick', 'it', 'up', 'your', 'ass', 'katy', 'perry', 'is', 'like', 'silly', 'putty']","['this', 'song', 'is', 'the', 'most', 'boring', 'asinine', 'song', 'i', 'have', 'ever', 'heard', 'coming', 'from', 'a', 'guy', 'who', 'liked', 'teenage', 'dream', 'the', 'song', 'ever', 'since', 'katy', 'perrys', 'divorce', 'its', 'wave', 'after', 'wave', 'of', 'shitty', 'but', 'successful', 'songs', 'for', 'those', 'of', 'you', 'saying', 'this', 'is', 'the', 'next', 'wave', 'of', 'pop', 'music', 'stick', 'it', 'up', 'your', 'ass', 'katy', 'perry', 'is', 'like', 'silly', 'putty']","['song', 'boring', 'asinine', 'song', 'heard', 'who', 'liked', 'teenage', 'dream', 'song', 'katy', 'perrys', 'divorce', 'wave', 'wave', 'shitty', 'successful', 'songs', 'wave', 'pop', 'music', 'stick', 'ass', 'katy', 'perry', 'like', 'silly', 'putty']","['song', 'bore', 'asinine', 'song', 'heard', 'who', 'like', 'teenage', 'dream', 'song', 'katy', 'perry', 'divorce', 'wave', 'wave', 'shitty', 'successful', 'song', 'wave', 'pop', 'music', 'stick', 'as', 'katy', 'perry', 'like', 'silly', 'putty']"
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! ððï»¿,0,katy perry - roar (official): http://youtu.be/cevxzvsjlk8. i love this song  and video katy perry rocks wahoo! ððï»¿,katy perry roar official http url i love this song and video katy perry rocks wahoo,katy perry roar official http url i love this song and video katy perry rocks wahoo,"['katy', 'perry', 'roar', 'official', 'http', 'url', 'i', 'love', 'this', 'song', 'and', 'video', 'katy', 'perry', 'rocks', 'wahoo']","['katy', 'perry', 'roar', 'official', 'http', 'url', 'i', 'love', 'this', 'song', 'and', 'video', 'katy', 'perry', 'rocks', 'wahoo']","['katy', 'perry', 'roar', 'official', 'http', 'url', 'love', 'song', 'video', 'katy', 'perry', 'rocks', 'wahoo']","['katy', 'perry', 'roar', 'official', 'http', 'url', 'love', 'song', 'video', 'katy', 'perry', 'rock', 'wahoo']"
