CONTENT,CLASS,content_lower,content_lower_rn,content_tokenized,normalized,content_stopwords,content_lemma
My three bigger secrets are: I don't think I'm good enough for me skinny  size. I'm bisexual and I sweat really freaking bad when I'm nervous. -  check out Secret by Austin Mahone's NEW Single!﻿,1,my three bigger secrets are: i don't think i'm good enough for me skinny  size. i'm bisexual and i sweat really freaking bad when i'm nervous. -  check out secret by austin mahone's new single!﻿,my three bigger secrets are i don t think i m good enough for me skinny size i m bisexual and i sweat really freaking bad when i m nervous check out secret by austin mahone s new single,"['my', 'three', 'bigger', 'secrets', 'are', 'i', 'don', 't', 'think', 'i', 'm', 'good', 'enough', 'for', 'me', 'skinny', 'size', 'i', 'm', 'bisexual', 'and', 'i', 'sweat', 'really', 'freaking', 'bad', 'when', 'i', 'm', 'nervous', 'check', 'out', 'secret', 'by', 'austin', 'mahone', 's', 'new', 'single']",my three bigger secrets are i don t think i m good enough for me skinny size i m bisexual and i sweat really freaking bad when i m nervous check out secret by austin mahone s new single,"['bigger', 'secrets', 'don', 'good', 'skinny', 'size', 'bisexual', 'sweat', 'really', 'freaking', 'bad', 'nervous', 'check', 'secret', 'austin', 'mahone', 'new', 'single']","['big', 'secret', 'don', 'good', 'skinny', 'size', 'bisexual', 'sweat', 'really', 'freak', 'bad', 'nervous', 'check', 'secret', 'austin', 'mahone', 'new', 'single']"
https://www.facebook.com/pages/Nailey-nicool/629410220489046?ref=hl like  mee﻿,1,https://www.facebook.com/pages/nailey-nicool/629410220489046?ref=hl like  mee﻿,url like mee,"['url', 'like', 'mee']",url like mee,"['url', 'like']","['url', 'like']"
katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,1,katy is beautiful. and this song is catchy. i'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,katy is beautiful and this song is catchy i m a rapper with numeric subscribers thumbs up if you hate when you take a shit and the water splashes your balls,"['katy', 'is', 'beauty', 'and', 'this', 'song', 'is', 'catchy', 'i', 'm', 'a', 'rapper', 'with', 'numeric', 'subscribe', 'thumb', 'up', 'if', 'you', 'hate', 'when', 'you', 'take', 'a', 'shit', 'and', 'the', 'water', 'splashes', 'your', 'balls']",katy is beauty and this song is catchy i m a rapper with numeric subscribe thumb up if you hate when you take a shit and the water splashes your balls,"['katy', 'beauty', 'song', 'catchy', 'rapper', 'numeric', 'subscribe', 'thumb', 'hate', 'shit', 'water', 'splashes', 'balls']","['katy', 'beauty', 'song', 'catchy', 'rapper', 'numeric', 'subscribe', 'thumb', 'hate', 'shit', 'water', 'splash', 'ball']"
I love her green eyes﻿,0,i love her green eyes﻿,i love her green eyes,"['i', 'love', 'her', 'green', 'eyes']",i love her green eyes,"['love', 'green', 'eyes']","['love', 'green', 'eye']"
How old is Katy perry?﻿,0,how old is katy perry?﻿,how old is katy perry,"['how', 'old', 'is', 'katy', 'perry']",how old is katy perry,"['old', 'katy', 'perry']","['old', 'katy', 'perry']"
most popular video on youtube  ﻿,0,most popular video on youtube  ﻿,most popular video on youtube,"['most', 'popular', 'video', 'on', 'youtube']",most popular video on youtube,"['popular', 'video', 'youtube']","['popular', 'video', 'youtube']"
NOKIA spotted﻿,0,nokia spotted﻿,nokia spotted,"['nokia', 'spotted']",nokia spotted,"['nokia', 'spotted']","['nokia', 'spot']"
"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",0,"i hear this all the time on radio and its really irritating. that being  said, i like the video﻿",i hear this all the time on radio and its really irritating that being said i like the video,"['i', 'hear', 'this', 'all', 'the', 'time', 'on', 'radio', 'and', 'its', 'really', 'irritating', 'that', 'being', 'said', 'i', 'like', 'the', 'video']",i hear this all the time on radio and its really irritating that being said i like the video,"['hear', 'radio', 'really', 'irritating', 'like', 'video']","['hear', 'radio', 'really', 'irritate', 'like', 'video']"
Hi everyone! My dream is to have passionate sex with Katy Perry. Some people do not believe in me…but maybe you will. Sex is a giant part of my life and it pushes me to be a better person! Please give me a chance by giving me a thumbs up! If you love my ambition please SUBSCRIBE!﻿,1,hi everyone! my dream is to have passionate sex with katy perry. some people do not believe in me…but maybe you will. sex is a giant part of my life and it pushes me to be a better person! please give me a chance by giving me a thumbs up! if you love my ambition please subscribe!﻿,hi everyone my dream is to have passionate sex with katy perry some people do not believe in me but maybe you will sex is a giant part of my life and it pushes me to be a better person please give me a chance by giving me a thumbs up if you love my ambition please subscribe,"['hi', 'everyone', 'my', 'dream', 'is', 'to', 'have', 'passionate', 'sex', 'with', 'katy', 'perry', 'some', 'people', 'do', 'not', 'believe', 'in', 'me', 'but', 'maybe', 'you', 'will', 'sex', 'is', 'a', 'giant', 'part', 'of', 'my', 'life', 'and', 'it', 'pushes', 'me', 'to', 'be', 'a', 'better', 'person', 'please', 'give', 'me', 'a', 'chance', 'by', 'giving', 'me', 'a', 'thumb', 'up', 'if', 'you', 'love', 'my', 'ambition', 'please', 'subscribe']",hi everyone my dream is to have passionate sex with katy perry some people do not believe in me but maybe you will sex is a giant part of my life and it pushes me to be a better person please give me a chance by giving me a thumb up if you love my ambition please subscribe,"['hi', 'everyone', 'dream', 'passionate', 'sex', 'katy', 'perry', 'believe', 'maybe', 'sex', 'giant', 'life', 'pushes', 'better', 'chance', 'giving', 'thumb', 'love', 'ambition', 'subscribe']","['hi', 'everyone', 'dream', 'passionate', 'sex', 'katy', 'perry', 'believe', 'maybe', 'sex', 'giant', 'life', 'push', 'well', 'chance', 'give', 'thumb', 'love', 'ambition', 'subscribe']"
Fantastic!!!﻿,0,fantastic!!!﻿,fantastic,['fantastic'],fantastic,['fantastic'],['fantastic']
j aiiima plzzz  https://www.facebook.com/pages/%C3%89c%C3%B8l%CE%B5-al-ma%CE%B7b%CE%B5t/302703146601369 ﻿,1,j aiiima plzzz  https://www.facebook.com/pages/%c3%89c%c3%b8l%ce%b5-al-ma%ce%b7b%ce%b5t/302703146601369 ﻿,j aiiima plzzz url,"['j', 'aiiima', 'plzzz', 'url']",j aiiima plzzz url,"['j', 'aiiima', 'plzzz', 'url']","['j', 'aiiima', 'plzzz', 'url']"
https://vimeo.com/107297364﻿,1,https://vimeo.com/107297364﻿,url,['url'],url,['url'],['url']
She's awesome XD﻿,0,she's awesome xd﻿,she s awesome xd,"['she', 's', 'awesome', 'xd']",she s awesome xd,"['awesome', 'xd']","['awesome', 'xd']"
Katy perry songs aren't that bad ﻿,0,katy perry songs aren't that bad ﻿,katy perry songs aren t that bad,"['katy', 'perry', 'song', 'aren', 't', 'that', 'bad']",katy perry song aren t that bad,"['katy', 'perry', 'song', 'aren', 'bad']","['katy', 'perry', 'song', 'aren', 'bad']"
hi beaties! i made a new channel please go check it out and subscribe and  enjoy!﻿,1,hi beaties! i made a new channel please go check it out and subscribe and  enjoy!﻿,hi beaties i made a new channel please go check it out and subscribe and enjoy,"['hi', 'beaties', 'i', 'made', 'a', 'new', 'channel', 'please', 'go', 'check', 'it', 'out', 'and', 'subscribe', 'and', 'enjoy']",hi beaties i made a new channel please go check it out and subscribe and enjoy,"['hi', 'beaties', 'new', 'channel', 'check', 'subscribe', 'enjoy']","['hi', 'beaties', 'new', 'channel', 'check', 'subscribe', 'enjoy']"
https://www.facebook.com/pages/Hiphop-Express/704682339621282                 like this page yo﻿,1,https://www.facebook.com/pages/hiphop-express/704682339621282                 like this page yo﻿,url like this page yo,"['url', 'like', 'this', 'page', 'yo']",url like this page yo,"['url', 'like', 'page']","['url', 'like', 'page']"
Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,1,our beautiful bella has been diagnosed with wobbler's syndrome. there is no  way we could afford to do her mri or surgery. she is not just a dog she is  a very special member of our family. without the surgery we fear we will  lose her. please help!  http://www.gofundme.com/f7ekgw﻿,our beautiful bella has been diagnosed with wobbler s syndrome there is no way we could afford to do her mri or surgery she is not just a dog she is a very special member of our family without the surgery we fear we will lose her please help url,"['our', 'beauty', 'bella', 'has', 'been', 'diagnosed', 'with', 'wobbler', 's', 'syndrome', 'there', 'is', 'no', 'way', 'we', 'could', 'afford', 'to', 'do', 'her', 'mri', 'or', 'surgery', 'she', 'is', 'not', 'just', 'a', 'dog', 'she', 'is', 'a', 'very', 'special', 'member', 'of', 'our', 'family', 'without', 'the', 'surgery', 'we', 'fear', 'we', 'will', 'lose', 'her', 'please', 'help', 'url']",our beauty bella has been diagnosed with wobbler s syndrome there is no way we could afford to do her mri or surgery she is not just a dog she is a very special member of our family without the surgery we fear we will lose her please help url,"['beauty', 'bella', 'diagnosed', 'wobbler', 'syndrome', 'afford', 'mri', 'surgery', 'dog', 'special', 'member', 'family', 'surgery', 'fear', 'lose', 'help', 'url']","['beauty', 'bella', 'diagnose', 'wobbler', 'syndrome', 'afford', 'mri', 'surgery', 'dog', 'special', 'member', 'family', 'surgery', 'fear', 'lose', 'help', 'url']"
https://www.facebook.com/pages/Komedi-burda-gel/775510675841486﻿,1,https://www.facebook.com/pages/komedi-burda-gel/775510675841486﻿,url,['url'],url,['url'],['url']
https://www.facebook.com/profile.php?id=100007085325116﻿,1,https://www.facebook.com/profile.php?id=100007085325116﻿,url,['url'],url,['url'],['url']
That's Good :)﻿,0,that's good :)﻿,that s good,"['that', 's', 'good']",that s good,['good'],['good']
http://www.googleadservices.com/pagead/aclk?sa=L&amp;ai=CSyOEB1wxVPCfL7D27AbGpYDgBJDPm6IH6MHu05wBgJXbv8sBEAEgkN7lJVCF7byH_f____8BYIOFgICAHKABsKG31wPIAQKpAh_KmC0hBpM-qAMByAPBBKoEkwFP0KullxqI1MG6o43HVzE-eFMqRG4Tu5LLBU_fsZ8gn0HBkJhBX-m83W1TS3_3Dx_HwPdX1Kazsj8o7SIEcVJjmBNsWyiJEcqvHXLbdzStUBOFaloYInWm0_rOOCppS2AuAT6zguICKm0lI83duwMAbzqvenE8TRfAzOrltBb037VzYv_XI4hBNQ2nvh19MrBgE0SIBgGgBgKAB7jeyCg&amp;num=1&amp;cid=5Ggs_m_9mA3TI40fS6mVPICS&amp;sig=AOD64_1OFC7Seh_1pOp-jYrbS7X6-heeNQ&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;nm=2&amp;mb=2&amp;bg=!A0QoUc7Q48v3_QIAAABpUgAAACsqAR0_VgOQWQxjmPUyvKoSf3K-q1BvKf9ZE4jhNC3ovckKxCbAFzZpAJiBXWBvVq4jrDgZ8q3rInlwgaBy_bXlfw7ma6dk0RJG14ZkRyizwqdi7HxgGE9tNDD9abflTFkBMbFfcJixNtHwbwkJ6N2onLH2D9EvEagPhoEwXOgBnu5ibgtRkgnAcQ1OIbgMzgAFNSc0lsaRiqj8HQR8T12dWv_7biY4k6I3y4yubloTdE_4XVKlnVeADZzF1L_xRYQkE6Wsur3EdLJWGk8fLq_QALdI-wAzNuysgqjNRDY6VucKLplZONyiSdKc9ebX-0dbHjZdW0LbsJBi40gXm0D0p5KRhv8XInQlI53__wQBaHS8zX4MJHw5vWrkPXFOeKs ﻿,1,http://www.googleadservices.com/pagead/aclk?sa=l&amp;ai=csyoeb1wxvpcfl7d27abgpydgbjdpm6ih6mhu05wbgjxbv8sbeaegkn7ljvcf7byh_f____8byiofgicahkabskg31wpiaqkpah_kmc0hbpm-qambyapbbkoekwfp0kullxqi1mg6o43hvze-efmqrg4tu5llbu_fsz8gn0hbkjhbx-m83w1ts3_3dx_hwpdx1kazsj8o7siecvjjmbnswyijecqvhxlbdzstubofaloyinwm0_roocpps2auat6zguickm0li83duwmabzqvene8trfazorltbb037vzyv_xi4hbnq2nvh19mrbge0sibgggbgkab7jeycg&amp;num=1&amp;cid=5ggs_m_9ma3ti40fs6mvpics&amp;sig=aod64_1ofc7seh_1pop-jyrbs7x6-heenq&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;nm=2&amp;mb=2&amp;bg=!a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k-q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi-waznuysgqjnrdy6vucklplzonyisdkc9ebx-0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoeks ﻿,url,['url'],url,['url'],['url']
Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0,awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,awesome video this is one of my favorite songs grinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facered_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartgem_stonegem_stonegem_stonegem_stonegem_stonelipsticklipsticklipsticklipstickkiss_markkiss_markkiss_markkiss_mark,"['awesome', 'video', 'this', 'is', 'one', 'of', 'my', 'favorite', 'song', 'grinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facered_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartgem_stonegem_stonegem_stonegem_stonegem_stonelipsticklipsticklipsticklipstickkiss_markkiss_markkiss_markkiss_mark']",awesome video this is one of my favorite song grinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facered_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartgem_stonegem_stonegem_stonegem_stonegem_stonelipsticklipsticklipsticklipstickkiss_markkiss_markkiss_markkiss_mark,"['awesome', 'video', 'favorite', 'song', 'grinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facered_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartgem_stonegem_stonegem_stonegem_stonegem_stonelipsticklipsticklipsticklipstickkiss_markkiss_markkiss_markkiss_mark']","['awesome', 'video', 'favorite', 'song', 'grinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facegrinning_facered_heartred_heartred_heartred_heartred_heartred_heartred_heartred_heartgem_stonegem_stonegem_stonegem_stonegem_stonelipsticklipsticklipsticklipstickkiss_markkiss_markkiss_markkiss_mark']"
