CONTENT,CLASS,content_lower,normalized,content_rn,content_tokenized,content_filter,content_stopwords,content_stemm
http://www.googleadservices.com/pagead/aclk?sa=L&amp;ai=CSyOEB1wxVPCfL7D27AbGpYDgBJDPm6IH6MHu05wBgJXbv8sBEAEgkN7lJVCF7byH_f____8BYIOFgICAHKABsKG31wPIAQKpAh_KmC0hBpM-qAMByAPBBKoEkwFP0KullxqI1MG6o43HVzE-eFMqRG4Tu5LLBU_fsZ8gn0HBkJhBX-m83W1TS3_3Dx_HwPdX1Kazsj8o7SIEcVJjmBNsWyiJEcqvHXLbdzStUBOFaloYInWm0_rOOCppS2AuAT6zguICKm0lI83duwMAbzqvenE8TRfAzOrltBb037VzYv_XI4hBNQ2nvh19MrBgE0SIBgGgBgKAB7jeyCg&amp;num=1&amp;cid=5Ggs_m_9mA3TI40fS6mVPICS&amp;sig=AOD64_1OFC7Seh_1pOp-jYrbS7X6-heeNQ&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;nm=2&amp;mb=2&amp;bg=!A0QoUc7Q48v3_QIAAABpUgAAACsqAR0_VgOQWQxjmPUyvKoSf3K-q1BvKf9ZE4jhNC3ovckKxCbAFzZpAJiBXWBvVq4jrDgZ8q3rInlwgaBy_bXlfw7ma6dk0RJG14ZkRyizwqdi7HxgGE9tNDD9abflTFkBMbFfcJixNtHwbwkJ6N2onLH2D9EvEagPhoEwXOgBnu5ibgtRkgnAcQ1OIbgMzgAFNSc0lsaRiqj8HQR8T12dWv_7biY4k6I3y4yubloTdE_4XVKlnVeADZzF1L_xRYQkE6Wsur3EdLJWGk8fLq_QALdI-wAzNuysgqjNRDY6VucKLplZONyiSdKc9ebX-0dbHjZdW0LbsJBi40gXm0D0p5KRhv8XInQlI53__wQBaHS8zX4MJHw5vWrkPXFOeKs ﻿,1,http://www.googleadservices.com/pagead/aclk?sa=l&amp;ai=csyoeb1wxvpcfl7d27abgpydgbjdpm6ih6mhu05wbgjxbv8sbeaegkn7ljvcf7byh_f____8byiofgicahkabskg31wpiaqkpah_kmc0hbpm-qambyapbbkoekwfp0kullxqi1mg6o43hvze-efmqrg4tu5llbu_fsz8gn0hbkjhbx-m83w1ts3_3dx_hwpdx1kazsj8o7siecvjjmbnswyijecqvhxlbdzstubofaloyinwm0_roocpps2auat6zguickm0li83duwmabzqvene8trfazorltbb037vzyv_xi4hbnq2nvh19mrbge0sibgggbgkab7jeycg&amp;num=1&amp;cid=5ggs_m_9ma3ti40fs6mvpics&amp;sig=aod64_1ofc7seh_1pop-jyrbs7x6-heenq&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;nm=2&amp;mb=2&amp;bg=!a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k-q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi-waznuysgqjnrdy6vucklplzonyisdkc9ebx-0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoeks ﻿,http://www.googleadservices.com/pagead/aclk?sa=l&amp;ai=csyoeb1wxvpcfl7d27abgpydgbjdpm6ih6mhu05wbgjxbv8sbeaegkn7ljvcf7byh_f____8byiofgicahkabskg31wpiaqkpah_kmc0hbpm-qambyapbbkoekwfp0kullxqi1mg6o43hvze-efmqrg4tu5llbu_fsz8gn0hbkjhbx-m83w1ts3_3dx_hwpdx1kazsj8o7siecvjjmbnswyijecqvhxlbdzstubofaloyinwm0_roocpps2auat6zguickm0li83duwmabzqvene8trfazorltbb037vzyv_xi4hbnq2nvh19mrbge0sibgggbgkab7jeycg&amp;num=1&amp;cid=5ggs_m_9ma3ti40fs6mvpics&amp;sig=aod64_1ofc7seh_1pop-jyrbs7x6-heenq&amp;client=ca-pub-8252267209931889&amp;adurl=http://blog.2parale.ro/2014/10/challenge-pentru-afiliati-aplica-la-noile-programe-de-afiliere-si-fii-business-boomerul-lunii/&amp;not much=2&amp;mb=2&amp;bg=!a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k-q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi-waznuysgqjnrdy6vucklplzonyisdkc9ebx-0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoeks ﻿,url much numeric mb numeric bg a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi 0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoeks,"['url', 'much', 'numeric', 'mb', 'numeric', 'bg', 'a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k', 'q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi', '0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoeks']","['url', 'much', 'numeric', 'numeric', 'a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k', 'q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi', '0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoeks']","['url', 'much', 'numeric', 'numeric', 'a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k', 'q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi', '0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoeks']","['url', 'much', 'numer', 'numer', 'a0qouc7q48v3_qiaaabpugaaacsqar0_vgoqwqxjmpuyvkosf3k', 'q1bvkf9ze4jhnc3ovckkxcbafzzpajibxwbvvq4jrdgz8q3rinlwgaby_bxlfw7ma6dk0rjg14zkryizwqdi7hxgge9tndd9abfltfkbmbffcjixnthwbwkj6n2onlh2d9eveagphoewxogbnu5ibgtrkgnacq1oibgmzgafnsc0lsariqj8hqr8t12dwv_7biy4k6i3y4yublotde_4xvklnveadzzf1l_xryqke6wsur3edljwgk8flq_qaldi', '0dbhjzdw0lbsjbi40gxm0d0p5krhv8xinqli53__wqbahs8zx4mjhw5vwrkpxfoek']"
Awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,0,awesome video this is one of my favorite  songs😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,awesome video this is one of my favorite  song😀😀😀😀😀😀😀❤️❤️❤️❤️❤️❤️❤️❤️💎💎💎💎💎💄💄💄💄💋💋💋💋﻿,awesome video this is one of my favorite song grinning_face grinning_face grinning_face grinning_face grinning_face grinning_face grinning_face red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart gem_stone gem_stone gem_stone gem_stone gem_stone lipstick lipstick lipstick lipstick kiss_mark kiss_mark kiss_mark kiss_mark,"['awesome', 'video', 'this', 'is', 'one', 'of', 'my', 'favorite', 'song', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'gem_stone', 'gem_stone', 'gem_stone', 'gem_stone', 'gem_stone', 'lipstick', 'lipstick', 'lipstick', 'lipstick', 'kiss_mark', 'kiss_mark', 'kiss_mark', 'kiss_mark']","['awesome', 'video', 'this', 'is', 'one', 'of', 'my', 'favorite', 'song', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'gem_stone', 'gem_stone', 'gem_stone', 'gem_stone', 'gem_stone', 'lipstick', 'lipstick', 'lipstick', 'lipstick', 'kiss_mark', 'kiss_mark', 'kiss_mark', 'kiss_mark']","['awesome', 'video', 'one', 'my', 'favorite', 'song', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'grinning_face', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'gem_stone', 'gem_stone', 'gem_stone', 'gem_stone', 'gem_stone', 'lipstick', 'lipstick', 'lipstick', 'lipstick', 'kiss_mark', 'kiss_mark', 'kiss_mark', 'kiss_mark']","['awesom', 'video', 'one', 'my', 'favorit', 'song', 'grinning_fac', 'grinning_fac', 'grinning_fac', 'grinning_fac', 'grinning_fac', 'grinning_fac', 'grinning_fac', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'red_heart', 'gem_ston', 'gem_ston', 'gem_ston', 'gem_ston', 'gem_ston', 'lipstick', 'lipstick', 'lipstick', 'lipstick', 'kiss_mark', 'kiss_mark', 'kiss_mark', 'kiss_mark']"
If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!﻿,0,if only i had the body like katy perry :)). she looks so hot. i love her  ^^!﻿,if only i had the body like katy perry :)). she looks so hot. i love her  ^^!﻿,if only i had the body like katy perry she looks so hot i love her,"['if', 'only', 'i', 'had', 'the', 'body', 'like', 'katy', 'perry', 'she', 'looks', 'so', 'hot', 'i', 'love', 'her']","['if', 'only', 'i', 'had', 'the', 'body', 'like', 'katy', 'perry', 'she', 'looks', 'so', 'hot', 'i', 'love', 'her']","['only', 'i', 'body', 'like', 'katy', 'perry', 'looks', 'so', 'hot', 'i', 'love']","['onli', 'i', 'bodi', 'like', 'kati', 'perri', 'look', 'so', 'hot', 'i', 'love']"
DOWNLOAD RAPID FACEBOOK FOR FREE NOW https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,1,download rapid facebook for free now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,download rapid facebook for free now https://play.google.com/store/app/details?id=com.rapid.facebook.magicdroid﻿,download rapid facebook for free now url,"['download', 'rapid', 'facebook', 'for', 'free', 'now', 'url']","['download', 'rapid', 'facebook', 'for', 'free', 'now', 'url']","['download', 'rapid', 'facebook', 'free', 'now', 'url']","['download', 'rapid', 'facebook', 'free', 'now', 'url']"
"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿",0,"the song is very good ...but the video makes no sense...just a nonsense  video...i mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...the song is good﻿","the song is very good ...but the video makes no sense...just a nonsense  video...i mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but never mind...the song is good﻿",the song is very good but the video makes no sense just a nonsense video i mean she is telling her story of being stuck on an island but the song doesn t fit in the situation but never mind the song is good,"['the', 'song', 'is', 'very', 'good', 'but', 'the', 'video', 'makes', 'no', 'sense', 'just', 'a', 'nonsense', 'video', 'i', 'mean', 'she', 'is', 'telling', 'her', 'story', 'of', 'being', 'stuck', 'on', 'an', 'island', 'but', 'the', 'song', 'doesn', 't', 'fit', 'in', 'the', 'situation', 'but', 'never', 'mind', 'the', 'song', 'is', 'good']","['the', 'song', 'is', 'very', 'good', 'but', 'the', 'video', 'makes', 'no', 'sense', 'just', 'a', 'nonsense', 'video', 'i', 'mean', 'she', 'is', 'telling', 'her', 'story', 'of', 'being', 'stuck', 'on', 'an', 'island', 'but', 'the', 'song', 'doesn', 'fit', 'in', 'the', 'situation', 'but', 'never', 'mind', 'the', 'song', 'is', 'good']","['song', 'very', 'good', 'video', 'makes', 'no', 'sense', 'just', 'nonsense', 'video', 'i', 'mean', 'telling', 'story', 'stuck', 'island', 'song', 'fit', 'situation', 'never', 'mind', 'song', 'good']","['song', 'veri', 'good', 'video', 'make', 'no', 'sens', 'just', 'nonsens', 'video', 'i', 'mean', 'tell', 'stori', 'stuck', 'island', 'song', 'fit', 'situat', 'never', 'mind', 'song', 'good']"
Who else would give Katy perry a good old mighty roar? ;)﻿,0,who else would give katy perry a good old mighty roar? ;)﻿,who else would give katy perry a good old mighty roar? ;)﻿,who else would give katy perry a good old mighty roar,"['who', 'else', 'would', 'give', 'katy', 'perry', 'a', 'good', 'old', 'mighty', 'roar']","['who', 'else', 'would', 'give', 'katy', 'perry', 'a', 'good', 'old', 'mighty', 'roar']","['else', 'would', 'give', 'katy', 'perry', 'good', 'old', 'mighty', 'roar']","['els', 'would', 'give', 'kati', 'perri', 'good', 'old', 'mighti', 'roar']"
OMG I LOVE YOU KATY PARRY YOUR SONGS ROCK!!!!!!!!!!!!!!!!! THATS A TOTAL  SUBSCRIBE﻿,0,omg i love you katy parry your songs rock!!!!!!!!!!!!!!!!! thats a total  subscribe﻿,oh my god i love you katy parry your song rock!!!!!!!!!!!!!!!!! thats a total  subscribe﻿,oh my god i love you katy parry your song rock thats a total subscribe,"['oh', 'my', 'god', 'i', 'love', 'you', 'katy', 'parry', 'your', 'song', 'rock', 'thats', 'a', 'total', 'subscribe']","['oh', 'my', 'god', 'i', 'love', 'you', 'katy', 'parry', 'your', 'song', 'rock', 'thats', 'a', 'total', 'subscribe']","['oh', 'my', 'god', 'i', 'love', 'you', 'katy', 'parry', 'your', 'song', 'rock', 'thats', 'total', 'subscribe']","['oh', 'my', 'god', 'i', 'love', 'you', 'kati', 'parri', 'your', 'song', 'rock', 'that', 'total', 'subscrib']"
https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,1,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,url esyest money ever join to our team,"['url', 'esyest', 'money', 'ever', 'join', 'to', 'our', 'team']","['url', 'esyest', 'money', 'ever', 'join', 'to', 'our', 'team']","['url', 'esyest', 'money', 'ever', 'join', 'team']","['url', 'esyest', 'money', 'ever', 'join', 'team']"
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0,katy perry - roar (official): http://youtu.be/cevxzvsjlk8﻿,katy perry - roar (official): http://youtu.be/cevxzvsjlk8﻿,katy perry roar official url,"['katy', 'perry', 'roar', 'official', 'url']","['katy', 'perry', 'roar', 'official', 'url']","['katy', 'perry', 'roar', 'official', 'url']","['kati', 'perri', 'roar', 'offici', 'url']"
FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,1,free itunes gift card http://shhort.com/a?r=x6j4gbrne﻿,free itunes gift card http://shhort.com/a?are=x6j4gbrne﻿,free itunes gift card url,"['free', 'itunes', 'gift', 'card', 'url']","['free', 'itunes', 'gift', 'card', 'url']","['free', 'itunes', 'gift', 'card', 'url']","['free', 'itun', 'gift', 'card', 'url']"
"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿",1,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  lmfao!!! https://plus.google.com/111982027348137311818/posts/g2jvinpuemo﻿","i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  laugh!!! https://plus.google.com/111982027348137311818/posts/g2jvinpuemo﻿",i was playing this song and the baby in my belly started to dance to it soo cute but had to take the song out cause of copy right and add in a youtube made song still sooo cute the baby danced to this song laugh url,"['i', 'was', 'playing', 'this', 'song', 'and', 'the', 'baby', 'in', 'my', 'belly', 'started', 'to', 'dance', 'to', 'it', 'soo', 'cute', 'but', 'had', 'to', 'take', 'the', 'song', 'out', 'cause', 'of', 'copy', 'right', 'and', 'add', 'in', 'a', 'youtube', 'made', 'song', 'still', 'sooo', 'cute', 'the', 'baby', 'danced', 'to', 'this', 'song', 'laugh', 'url']","['i', 'was', 'playing', 'this', 'song', 'and', 'the', 'baby', 'in', 'my', 'belly', 'started', 'to', 'dance', 'to', 'it', 'soo', 'cute', 'but', 'had', 'to', 'take', 'the', 'song', 'out', 'cause', 'of', 'copy', 'right', 'and', 'add', 'in', 'a', 'youtube', 'made', 'song', 'still', 'sooo', 'cute', 'the', 'baby', 'danced', 'to', 'this', 'song', 'laugh', 'url']","['i', 'playing', 'song', 'baby', 'my', 'belly', 'started', 'dance', 'soo', 'cute', 'take', 'song', 'cause', 'copy', 'right', 'add', 'youtube', 'made', 'song', 'still', 'sooo', 'cute', 'baby', 'danced', 'song', 'laugh', 'url']","['i', 'play', 'song', 'babi', 'my', 'belli', 'start', 'danc', 'soo', 'cute', 'take', 'song', 'caus', 'copi', 'right', 'add', 'youtub', 'made', 'song', 'still', 'sooo', 'cute', 'babi', 'danc', 'song', 'laugh', 'url']"
katy perry is awesome﻿,0,katy perry is awesome﻿,katy perry is awesome﻿,katy perry is awesome,"['katy', 'perry', 'is', 'awesome']","['katy', 'perry', 'is', 'awesome']","['katy', 'perry', 'awesome']","['kati', 'perri', 'awesom']"
this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,1,this song is so addicting. the hook is dope and catchy. love the video too.  i'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿,this song is so addicting. the hook is dope and catchy. love the video too.  i'm getting popular fast because i rap real.. thumb up if you piss next to  the water in the toilet so its quiet................................﻿,this song is so addicting the hook is dope and catchy love the video too i m getting popular fast because i rap real thumb up if you piss next to the water in the toilet so its quiet,"['this', 'song', 'is', 'so', 'addicting', 'the', 'hook', 'is', 'dope', 'and', 'catchy', 'love', 'the', 'video', 'too', 'i', 'm', 'getting', 'popular', 'fast', 'because', 'i', 'rap', 'real', 'thumb', 'up', 'if', 'you', 'piss', 'next', 'to', 'the', 'water', 'in', 'the', 'toilet', 'so', 'its', 'quiet']","['this', 'song', 'is', 'so', 'addicting', 'the', 'hook', 'is', 'dope', 'and', 'catchy', 'love', 'the', 'video', 'too', 'i', 'getting', 'popular', 'fast', 'because', 'i', 'rap', 'real', 'thumb', 'up', 'if', 'you', 'piss', 'next', 'to', 'the', 'water', 'in', 'the', 'toilet', 'so', 'its', 'quiet']","['song', 'so', 'addicting', 'hook', 'dope', 'catchy', 'love', 'video', 'too', 'i', 'getting', 'popular', 'fast', 'i', 'rap', 'real', 'thumb', 'you', 'piss', 'next', 'water', 'toilet', 'so', 'quiet']","['song', 'so', 'addict', 'hook', 'dope', 'catchi', 'love', 'video', 'too', 'i', 'get', 'popular', 'fast', 'i', 'rap', 'real', 'thumb', 'you', 'piss', 'next', 'water', 'toilet', 'so', 'quiet']"
Nice song .See my new track.﻿,1,nice song .see my new track.﻿,nice song .see my new track.﻿,nice song see my new track,"['nice', 'song', 'see', 'my', 'new', 'track']","['nice', 'song', 'see', 'my', 'new', 'track']","['nice', 'song', 'see', 'my', 'new', 'track']","['nice', 'song', 'see', 'my', 'new', 'track']"
I love this sooooooooooooong I love katy perry﻿,0,i love this sooooooooooooong i love katy perry﻿,i love this sooooooooooooong i love katy perry﻿,i love this soong i love katy perry,"['i', 'love', 'this', 'soong', 'i', 'love', 'katy', 'perry']","['i', 'love', 'this', 'soong', 'i', 'love', 'katy', 'perry']","['i', 'love', 'soong', 'i', 'love', 'katy', 'perry']","['i', 'love', 'soong', 'i', 'love', 'kati', 'perri']"
What does that tattoo on her right tricep say?﻿,0,what does that tattoo on her right tricep say?﻿,what does that tattoo on her right tricep say?﻿,what does that tattoo on her right tricep say,"['what', 'does', 'that', 'tattoo', 'on', 'her', 'right', 'tricep', 'say']","['what', 'does', 'that', 'tattoo', 'on', 'her', 'right', 'tricep', 'say']","['tattoo', 'right', 'tricep', 'say']","['tattoo', 'right', 'tricep', 'say']"
Since when has Katy Perry had her own YouTube channel?﻿,0,since when has katy perry had her own youtube channel?﻿,since when has katy perry had her own youtube channel?﻿,since when has katy perry had her own youtube channel,"['since', 'when', 'has', 'katy', 'perry', 'had', 'her', 'own', 'youtube', 'channel']","['since', 'when', 'has', 'katy', 'perry', 'had', 'her', 'own', 'youtube', 'channel']","['since', 'katy', 'perry', 'youtube', 'channel']","['sinc', 'kati', 'perri', 'youtub', 'channel']"
"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.﻿",0,"every time i watch this mv i just so so so glad that i live in a world that  don't have to worry about running from a real, human eating tiger.﻿","every time i watch this mv i just so so so glad that i live in a world that  don't have to worry about running from a real, human eating tiger.﻿",every time i watch this mv i just so so so glad that i live in a world that don t have to worry about running from a real human eating tiger,"['every', 'time', 'i', 'watch', 'this', 'mv', 'i', 'just', 'so', 'so', 'so', 'glad', 'that', 'i', 'live', 'in', 'a', 'world', 'that', 'don', 't', 'have', 'to', 'worry', 'about', 'running', 'from', 'a', 'real', 'human', 'eating', 'tiger']","['every', 'time', 'i', 'watch', 'this', 'i', 'just', 'so', 'so', 'so', 'glad', 'that', 'i', 'live', 'in', 'a', 'world', 'that', 'don', 'have', 'to', 'worry', 'about', 'running', 'from', 'a', 'real', 'human', 'eating', 'tiger']","['every', 'time', 'i', 'watch', 'i', 'just', 'so', 'so', 'so', 'glad', 'i', 'live', 'world', 'worry', 'running', 'real', 'human', 'eating', 'tiger']","['everi', 'time', 'i', 'watch', 'i', 'just', 'so', 'so', 'so', 'glad', 'i', 'live', 'world', 'worri', 'run', 'real', 'human', 'eat', 'tiger']"
i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,1,i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home﻿,i rekt your mother last nite. because da haterz were 2 much 4 meh lik dis if you cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/give me-dem-moneyz-4-roblox/x/8851222#home﻿,i rekt your mother last nite because da haterz were numeric much numeric meh lik dis if you cri evertim and sponswer mi robox vidz url me dem moneyz numeric roblox x numeric home,"['i', 'rekt', 'your', 'mother', 'last', 'nite', 'because', 'da', 'haterz', 'were', 'numeric', 'much', 'numeric', 'meh', 'lik', 'dis', 'if', 'you', 'cri', 'evertim', 'and', 'sponswer', 'mi', 'robox', 'vidz', 'url', 'me', 'dem', 'moneyz', 'numeric', 'roblox', 'x', 'numeric', 'home']","['i', 'rekt', 'your', 'mother', 'last', 'nite', 'because', 'haterz', 'were', 'numeric', 'much', 'numeric', 'meh', 'lik', 'dis', 'if', 'you', 'cri', 'evertim', 'and', 'sponswer', 'robox', 'vidz', 'url', 'me', 'dem', 'moneyz', 'numeric', 'roblox', 'numeric', 'home']","['i', 'rekt', 'your', 'mother', 'last', 'nite', 'haterz', 'numeric', 'much', 'numeric', 'meh', 'lik', 'dis', 'you', 'cri', 'evertim', 'sponswer', 'robox', 'vidz', 'url', 'me', 'dem', 'moneyz', 'numeric', 'roblox', 'numeric', 'home']","['i', 'rekt', 'your', 'mother', 'last', 'nite', 'haterz', 'numer', 'much', 'numer', 'meh', 'lik', 'dis', 'you', 'cri', 'evertim', 'sponswer', 'robox', 'vidz', 'url', 'me', 'dem', 'moneyz', 'numer', 'roblox', 'numer', 'home']"
